device_id,user_id,device_type,os_version,first_used_date
D0029282,U014288,Tablet,v1,2026-06-13
D0029283,U014288,Mobile - Android,v2,2026-06-03
D0029284,U014288,Gaming Console,v3,2026-06-13
D0029285,U014289,Mobile - Android,v2,2025-03-02
D0029286,U014289,Tablet,v2,2025-03-06
D0029287,U014290,Mobile - Android,v3,2025-02-25
D0029288,U014290,Tablet,v1,2025-03-05
D0029289,U014290,Mobile - iOS,v2,2025-03-08
D0029290,U014291,Desktop - Web,v3,2023-06-20
D0029291,U014292,Smart TV,v2,2024-11-26
D0029292,U014292,Gaming Console,v3,2024-11-20
D0029293,U014293,Mobile - Android,v1,2025-09-06
D0029294,U014293,Mobile - iOS,latest,2025-09-16
D0029295,U014293,Tablet,latest,2025-09-02
D0029296,U014294,Tablet,v2,2025-11-14
D0029297,U014294,Smart TV,v1,2025-11-15
D0029298,U014295,Desktop - Web,v3,2023-09-04
D0029299,U014296,Tablet,latest,2026-02-26
D0029300,U014296,Mobile - Android,v3,2026-03-10
D0029301,U014297,Smart TV,latest,2026-03-11
D0029302,U014298,Mobile - iOS,latest,2025-05-25
D0029303,U014299,Desktop - Web,v1,2022-09-30
D0029304,U014300,Smart TV,latest,2022-10-05
D0029305,U014301,Mobile - Android,v3,2026-06-15
D0029306,U014301,Desktop - Web,v3,2026-06-01
D0029307,U014301,Smart TV,v1,2026-05-30
D0029308,U014302,Tablet,v3,2026-06-11
D0029309,U014303,Mobile - iOS,v2,2025-10-07
D0029310,U014304,Desktop - Web,v2,2023-07-13
D0029311,U014304,Mobile - Android,v3,2023-07-08
D0029312,U014304,Smart TV,v1,2023-07-14
D0029313,U014305,Mobile - iOS,latest,2026-06-21
D0029314,U014305,Smart TV,latest,2026-06-23
D0029315,U014306,Smart TV,v1,2026-05-06
D0029316,U014306,Gaming Console,latest,2026-04-30
D0029317,U014307,Desktop - Web,latest,2024-07-23
D0029318,U014307,Mobile - Android,latest,2024-08-02
D0029319,U014308,Desktop - Web,v2,2026-06-13
D0029320,U014308,Gaming Console,v3,2026-06-04
D0029321,U014308,Mobile - Android,latest,2026-05-31
D0029322,U014309,Desktop - Web,v1,2025-02-15
D0029323,U014309,Smart TV,v1,2025-02-16
D0029324,U014310,Mobile - Android,v1,2024-05-04
D0029325,U014310,Desktop - Web,v1,2024-05-12
D0029326,U014311,Mobile - iOS,v1,2026-04-19
D0029327,U014311,Desktop - Web,v3,2026-04-28
D0029328,U014312,Tablet,v3,2024-05-27
D0029329,U014313,Mobile - iOS,v3,2025-04-01
D0029330,U014313,Mobile - Android,v1,2025-03-13
D0029331,U014313,Desktop - Web,latest,2025-03-26
D0029332,U014314,Tablet,v2,2026-03-28
D0029333,U014315,Smart TV,v1,2026-05-28
D0029334,U014315,Desktop - Web,v2,2026-05-26
D0029335,U014316,Mobile - iOS,v2,2026-04-29
D0029336,U014316,Gaming Console,v1,2026-04-25
D0029337,U014317,Gaming Console,v3,2025-06-11
D0029338,U014317,Tablet,v1,2025-06-05
D0029339,U014317,Mobile - iOS,v2,2025-05-29
D0029340,U014317,Desktop - Web,v1,2025-06-07
D0029341,U014318,Mobile - Android,v3,2023-10-14
D0029342,U014318,Desktop - Web,latest,2023-10-01
D0029343,U014318,Mobile - iOS,v3,2023-10-08
D0029344,U014319,Mobile - iOS,latest,2025-12-16
D0029345,U014320,Gaming Console,v3,2026-03-01
D0029346,U014320,Smart TV,v3,2026-02-17
D0029347,U014320,Tablet,v2,2026-02-27
D0029348,U014321,Mobile - Android,v3,2025-09-20
D0029349,U014322,Desktop - Web,v2,2023-03-07
D0029350,U014322,Mobile - iOS,latest,2023-03-18
D0029351,U014322,Mobile - Android,v3,2023-03-25
D0029352,U014322,Smart TV,v2,2023-03-14
D0029353,U014323,Mobile - Android,latest,2024-09-01
D0029354,U014323,Mobile - iOS,v3,2024-09-01
D0029355,U014323,Desktop - Web,v3,2024-09-07
D0029356,U014324,Gaming Console,v2,2026-04-02
D0029357,U014324,Tablet,v3,2026-03-26
D0029358,U014325,Mobile - Android,v2,2025-03-10
D0029359,U014325,Desktop - Web,latest,2025-03-13
D0029360,U014325,Mobile - iOS,v3,2025-03-12
D0029361,U014326,Tablet,latest,2025-03-16
D0029362,U014326,Smart TV,v3,2025-03-22
D0029363,U014327,Tablet,latest,2025-07-18
D0029364,U014327,Gaming Console,v1,2025-07-21
D0029365,U014327,Mobile - iOS,v2,2025-07-12
D0029366,U014328,Mobile - iOS,v1,2023-12-28
D0029367,U014328,Desktop - Web,v3,2024-01-01
D0029368,U014328,Smart TV,v2,2024-01-08
D0029369,U014328,Mobile - Android,v1,2024-01-08
D0029370,U014329,Tablet,latest,2022-02-27
D0029371,U014329,Gaming Console,v1,2022-02-18
D0029372,U014330,Gaming Console,latest,2025-09-22
D0029373,U014331,Mobile - Android,v2,2023-08-07
D0029374,U014331,Desktop - Web,v2,2023-08-15
D0029375,U014332,Mobile - iOS,v3,2024-07-29
D0029376,U014332,Desktop - Web,latest,2024-07-31
D0029377,U014333,Mobile - Android,latest,2022-07-30
D0029378,U014333,Gaming Console,v3,2022-08-10
D0029379,U014334,Smart TV,v2,2025-02-16
D0029380,U014335,Gaming Console,v3,2024-11-07
D0029381,U014336,Mobile - Android,v1,2026-02-24
D0029382,U014337,Desktop - Web,v3,2024-02-27
D0029383,U014337,Gaming Console,latest,2024-02-19
D0029384,U014337,Mobile - Android,v2,2024-02-27
D0029385,U014338,Desktop - Web,v2,2025-04-05
D0029386,U014338,Mobile - iOS,v2,2025-04-16
D0029387,U014338,Tablet,v2,2025-04-04
D0029388,U014338,Smart TV,v3,2025-04-16
D0029389,U014339,Mobile - iOS,v2,2023-07-04
D0029390,U014339,Desktop - Web,v2,2023-06-28
D0029391,U014340,Tablet,v2,2025-11-23
D0029392,U014340,Smart TV,v2,2025-11-21
D0029393,U014341,Gaming Console,v2,2023-02-24
D0029394,U014341,Mobile - iOS,v3,2023-02-24
D0029395,U014341,Mobile - Android,v1,2023-03-03
D0029396,U014342,Desktop - Web,v2,2023-12-15
D0029397,U014342,Tablet,v1,2023-12-22
D0029398,U014343,Gaming Console,v1,2025-11-03
D0029399,U014343,Mobile - iOS,v2,2025-10-23
D0029400,U014343,Smart TV,v2,2025-11-08
D0029401,U014344,Desktop - Web,v2,2025-05-03
D0029402,U014344,Tablet,latest,2025-04-17
D0029403,U014345,Tablet,latest,2024-12-08
D0029404,U014345,Desktop - Web,v1,2024-12-02
D0029405,U014345,Mobile - Android,v3,2024-11-30
D0029406,U014345,Smart TV,v3,2024-12-04
D0029407,U014346,Desktop - Web,v3,2026-04-04
D0029408,U014347,Smart TV,v2,2024-09-19
D0029409,U014348,Tablet,v3,2025-03-03
D0029410,U014349,Mobile - Android,v2,2025-02-15
D0029411,U014349,Gaming Console,v2,2025-03-05
D0029412,U014349,Smart TV,latest,2025-03-01
D0029413,U014350,Smart TV,v2,2024-11-25
D0029414,U014351,Gaming Console,v2,2024-04-24
D0029415,U014351,Mobile - Android,v1,2024-04-18
D0029416,U014351,Tablet,latest,2024-04-12
D0029417,U014352,Mobile - Android,v2,2024-08-13
D0029418,U014353,Desktop - Web,v2,2026-01-31
D0029419,U014353,Tablet,v2,2026-02-02
D0029420,U014354,Tablet,v3,2024-08-26
D0029421,U014354,Gaming Console,v2,2024-08-20
D0029422,U014355,Mobile - iOS,v3,2025-11-09
D0029423,U014355,Mobile - Android,v2,2025-11-26
D0029424,U014355,Tablet,v1,2025-11-23
D0029425,U014356,Gaming Console,v2,2022-11-08
D0029426,U014356,Mobile - Android,v2,2022-11-24
D0029427,U014356,Mobile - iOS,v3,2022-11-27
D0029428,U014357,Mobile - Android,v3,2025-03-30
D0029429,U014357,Tablet,v1,2025-04-02
D0029430,U014357,Gaming Console,v3,2025-03-15
D0029431,U014358,Desktop - Web,v1,2023-12-15
D0029432,U014358,Smart TV,v2,2023-12-13
D0029433,U014358,Tablet,v1,2023-12-09
D0029434,U014359,Tablet,v2,2024-04-03
D0029435,U014359,Gaming Console,v2,2024-03-30
D0029436,U014360,Gaming Console,latest,2026-06-23
D0029437,U014360,Mobile - iOS,latest,2026-06-26
D0029438,U014361,Gaming Console,v3,2025-01-28
D0029439,U014361,Tablet,v3,2025-01-23
D0029440,U014362,Mobile - iOS,v1,2026-04-20
D0029441,U014362,Gaming Console,v2,2026-05-05
D0029442,U014363,Mobile - Android,v3,2025-08-14
D0029443,U014363,Smart TV,v2,2025-07-30
D0029444,U014364,Desktop - Web,v1,2026-03-27
D0029445,U014365,Mobile - Android,v1,2024-06-30
D0029446,U014365,Gaming Console,v1,2024-07-09
D0029447,U014366,Smart TV,v2,2022-12-22
D0029448,U014366,Tablet,v3,2022-12-16
D0029449,U014366,Desktop - Web,v3,2022-12-22
D0029450,U014367,Smart TV,latest,2025-04-04
D0029451,U014367,Desktop - Web,v1,2025-04-02
D0029452,U014368,Gaming Console,v3,2025-11-29
D0029453,U014368,Smart TV,latest,2025-12-06
D0029454,U014369,Gaming Console,v1,2025-06-13
D0029455,U014369,Mobile - iOS,v3,2025-06-05
D0029456,U014370,Gaming Console,v1,2024-08-17
D0029457,U014370,Desktop - Web,v3,2024-08-16
D0029458,U014371,Tablet,latest,2025-11-27
D0029459,U014371,Smart TV,latest,2025-11-22
D0029460,U014372,Smart TV,v1,2025-11-22
D0029461,U014373,Gaming Console,v1,2023-05-14
D0029462,U014373,Mobile - Android,v3,2023-05-21
D0029463,U014373,Desktop - Web,v2,2023-05-24
D0029464,U014373,Tablet,v1,2023-05-27
D0029465,U014374,Desktop - Web,v3,2026-04-08
D0029466,U014374,Smart TV,v3,2026-04-02
D0029467,U014374,Tablet,latest,2026-04-02
D0029468,U014375,Tablet,latest,2025-02-23
D0029469,U014376,Mobile - iOS,latest,2026-07-01
D0029470,U014376,Desktop - Web,latest,2026-07-03
D0029471,U014376,Gaming Console,latest,2026-07-13
D0029472,U014377,Gaming Console,v1,2025-06-14
D0029473,U014378,Mobile - iOS,latest,2023-12-02
D0029474,U014378,Desktop - Web,latest,2023-12-01
D0029475,U014379,Mobile - Android,v2,2024-02-26
D0029476,U014380,Smart TV,latest,2025-05-15
D0029477,U014381,Tablet,latest,2026-01-10
D0029478,U014381,Mobile - iOS,v1,2026-01-01
D0029479,U014381,Desktop - Web,v1,2025-12-31
D0029480,U014381,Gaming Console,v3,2026-01-14
D0029481,U014382,Mobile - Android,v2,2025-08-20
D0029482,U014383,Mobile - iOS,v3,2024-03-26
D0029483,U014383,Tablet,v3,2024-03-27
D0029484,U014384,Mobile - Android,v3,2026-05-30
D0029485,U014384,Gaming Console,v1,2026-06-17
D0029486,U014385,Desktop - Web,v1,2026-04-19
D0029487,U014386,Smart TV,v3,2024-10-25
D0029488,U014386,Gaming Console,v1,2024-10-24
D0029489,U014387,Mobile - Android,v2,2024-03-02
D0029490,U014387,Gaming Console,v3,2024-02-22
D0029491,U014388,Gaming Console,v3,2023-05-06
D0029492,U014388,Smart TV,v3,2023-05-12
D0029493,U014389,Mobile - iOS,v2,2024-12-05
D0029494,U014389,Mobile - Android,v1,2024-12-16
D0029495,U014390,Smart TV,v1,2025-12-27
D0029496,U014390,Gaming Console,v2,2026-01-11
D0029497,U014390,Mobile - iOS,v1,2025-12-24
D0029498,U014390,Desktop - Web,v2,2025-12-31
D0029499,U014391,Desktop - Web,latest,2026-05-03
D0029500,U014391,Mobile - iOS,v2,2026-05-07
D0029501,U014391,Smart TV,v3,2026-05-04
D0029502,U014392,Tablet,v3,2026-05-14
D0029503,U014392,Smart TV,v1,2026-05-24
D0029504,U014393,Mobile - iOS,v1,2025-08-05
D0029505,U014393,Smart TV,v1,2025-08-17
D0029506,U014394,Gaming Console,v2,2026-05-14
D0029507,U014394,Mobile - Android,v1,2026-05-05
D0029508,U014394,Desktop - Web,v2,2026-05-07
D0029509,U014394,Smart TV,v3,2026-05-14
D0029510,U014395,Mobile - iOS,v1,2024-09-19
D0029511,U014395,Gaming Console,latest,2024-09-23
D0029512,U014396,Tablet,latest,2025-11-26
D0029513,U014397,Desktop - Web,v2,2026-02-24
D0029514,U014397,Mobile - Android,v1,2026-02-25
D0029515,U014397,Tablet,v2,2026-02-23
D0029516,U014398,Mobile - Android,v1,2025-12-22
D0029517,U014398,Desktop - Web,v2,2025-12-29
D0029518,U014398,Mobile - iOS,v3,2025-12-14
D0029519,U014399,Desktop - Web,v2,2025-11-23
D0029520,U014400,Smart TV,latest,2024-06-03
D0029521,U014400,Tablet,latest,2024-05-29
D0029522,U014401,Tablet,v2,2026-04-24
D0029523,U014401,Mobile - Android,v1,2026-04-18
D0029524,U014402,Tablet,v3,2024-08-10
D0029525,U014403,Mobile - iOS,v3,2023-08-20
D0029526,U014403,Mobile - Android,v3,2023-08-12
D0029527,U014403,Tablet,latest,2023-08-16
D0029528,U014404,Gaming Console,latest,2024-12-20
D0029529,U014404,Tablet,v1,2024-12-11
D0029530,U014405,Tablet,v3,2026-03-13
D0029531,U014405,Mobile - Android,latest,2026-03-10
D0029532,U014405,Desktop - Web,latest,2026-03-19
D0029533,U014405,Gaming Console,v3,2026-03-23
D0029534,U014406,Tablet,v2,2024-03-26
D0029535,U014406,Mobile - iOS,v3,2024-03-22
D0029536,U014406,Smart TV,v3,2024-03-20
D0029537,U014407,Mobile - Android,v2,2023-09-27
D0029538,U014408,Mobile - iOS,latest,2022-05-28
D0029539,U014408,Mobile - Android,v1,2022-06-09
D0029540,U014408,Smart TV,v3,2022-06-09
D0029541,U014409,Tablet,v2,2026-04-14
D0029542,U014409,Smart TV,v1,2026-04-20
D0029543,U014409,Mobile - iOS,v2,2026-04-06
D0029544,U014409,Mobile - Android,v2,2026-04-19
D0029545,U014410,Mobile - iOS,latest,2024-08-13
D0029546,U014410,Gaming Console,latest,2024-08-13
D0029547,U014410,Desktop - Web,v2,2024-08-28
D0029548,U014410,Mobile - Android,v1,2024-08-15
D0029549,U014411,Desktop - Web,latest,2023-02-22
D0029550,U014411,Smart TV,v2,2023-02-27
D0029551,U014411,Mobile - Android,v2,2023-02-20
D0029552,U014411,Mobile - iOS,v1,2023-02-23
D0029553,U014412,Tablet,v3,2023-01-31
D0029554,U014412,Desktop - Web,v1,2023-02-08
D0029555,U014413,Gaming Console,v2,2025-03-24
D0029556,U014413,Smart TV,v2,2025-03-28
D0029557,U014413,Mobile - Android,v3,2025-04-06
D0029558,U014414,Smart TV,v2,2025-12-19
D0029559,U014415,Desktop - Web,v1,2023-06-16
D0029560,U014415,Gaming Console,v3,2023-07-01
D0029561,U014416,Gaming Console,v1,2023-04-27
D0029562,U014416,Mobile - iOS,v3,2023-04-29
D0029563,U014417,Smart TV,v1,2022-11-08
D0029564,U014417,Tablet,v3,2022-11-02
D0029565,U014418,Smart TV,v2,2026-02-14
D0029566,U014419,Smart TV,v2,2025-10-08
D0029567,U014419,Mobile - iOS,v3,2025-09-27
D0029568,U014420,Mobile - iOS,v1,2025-01-11
D0029569,U014420,Desktop - Web,v1,2024-12-26
D0029570,U014421,Tablet,v3,2024-01-27
D0029571,U014421,Smart TV,v1,2024-02-05
D0029572,U014422,Desktop - Web,latest,2025-09-28
D0029573,U014423,Gaming Console,v1,2025-08-16
D0029574,U014423,Tablet,v1,2025-08-23
D0029575,U014424,Smart TV,v1,2025-07-21
D0029576,U014424,Desktop - Web,v3,2025-07-25
D0029577,U014425,Desktop - Web,latest,2026-03-20
D0029578,U014425,Tablet,v2,2026-03-16
D0029579,U014426,Smart TV,v2,2025-06-25
D0029580,U014426,Tablet,latest,2025-06-29
D0029581,U014426,Mobile - Android,v3,2025-06-28
D0029582,U014427,Tablet,v2,2025-01-23
D0029583,U014427,Gaming Console,v1,2025-01-23
D0029584,U014428,Smart TV,v2,2026-05-07
D0029585,U014429,Desktop - Web,v3,2025-07-29
D0029586,U014429,Tablet,v3,2025-07-30
D0029587,U014430,Mobile - iOS,v3,2024-04-12
D0029588,U014430,Mobile - Android,latest,2024-04-08
D0029589,U014430,Gaming Console,latest,2024-04-01
D0029590,U014431,Desktop - Web,v2,2026-06-14
D0029591,U014431,Gaming Console,v1,2026-06-17
D0029592,U014431,Tablet,latest,2026-06-27
D0029593,U014432,Mobile - iOS,v1,2024-08-05
D0029594,U014432,Desktop - Web,v3,2024-07-26
D0029595,U014433,Mobile - Android,latest,2024-07-23
D0029596,U014433,Tablet,v2,2024-08-03
D0029597,U014433,Mobile - iOS,latest,2024-07-26
D0029598,U014434,Gaming Console,v1,2024-06-03
D0029599,U014434,Desktop - Web,v1,2024-06-14
D0029600,U014434,Tablet,latest,2024-05-31
D0029601,U014434,Smart TV,v2,2024-06-08
D0029602,U014435,Gaming Console,latest,2026-01-02
D0029603,U014435,Tablet,v1,2025-12-28
D0029604,U014436,Mobile - iOS,v2,2026-02-02
D0029605,U014436,Mobile - Android,latest,2026-02-05
D0029606,U014437,Tablet,v2,2026-01-13
D0029607,U014437,Mobile - Android,v2,2025-12-29
D0029608,U014438,Mobile - iOS,latest,2024-11-16
D0029609,U014439,Desktop - Web,v1,2025-07-14
D0029610,U014440,Mobile - iOS,latest,2024-06-02
D0029611,U014440,Tablet,latest,2024-06-07
D0029612,U014440,Desktop - Web,v3,2024-05-25
D0029613,U014441,Gaming Console,v3,2025-10-19
D0029614,U014441,Tablet,v3,2025-10-16
D0029615,U014442,Tablet,latest,2024-09-13
D0029616,U014442,Desktop - Web,v3,2024-09-16
D0029617,U014443,Mobile - Android,latest,2024-01-12
D0029618,U014443,Tablet,latest,2024-01-07
D0029619,U014443,Mobile - iOS,v3,2024-01-02
D0029620,U014444,Smart TV,v3,2025-01-10
D0029621,U014445,Desktop - Web,v2,2023-08-13
D0029622,U014446,Tablet,latest,2024-03-19
D0029623,U014446,Desktop - Web,v2,2024-03-12
D0029624,U014446,Gaming Console,v2,2024-03-16
D0029625,U014446,Mobile - Android,v3,2024-03-23
D0029626,U014447,Desktop - Web,v3,2025-03-14
D0029627,U014448,Desktop - Web,latest,2024-02-10
D0029628,U014448,Tablet,v1,2024-01-29
D0029629,U014449,Mobile - Android,v2,2025-09-28
D0029630,U014450,Gaming Console,latest,2025-08-08
D0029631,U014450,Desktop - Web,v1,2025-07-28
D0029632,U014450,Mobile - iOS,v3,2025-08-06
D0029633,U014451,Gaming Console,latest,2023-05-09
D0029634,U014452,Mobile - iOS,v1,2024-06-20
D0029635,U014452,Gaming Console,v2,2024-06-22
D0029636,U014452,Tablet,v3,2024-06-09
D0029637,U014453,Mobile - iOS,v3,2025-03-28
D0029638,U014453,Desktop - Web,v3,2025-03-29
D0029639,U014453,Gaming Console,latest,2025-04-02
D0029640,U014454,Desktop - Web,latest,2025-06-29
D0029641,U014454,Smart TV,v2,2025-06-17
D0029642,U014455,Smart TV,v1,2025-09-15
D0029643,U014455,Mobile - Android,v3,2025-09-17
D0029644,U014456,Gaming Console,v1,2025-06-18
D0029645,U014456,Mobile - Android,v2,2025-06-16
D0029646,U014457,Desktop - Web,v1,2026-06-19
D0029647,U014458,Gaming Console,latest,2025-09-20
D0029648,U014458,Smart TV,v3,2025-09-12
D0029649,U014458,Tablet,v3,2025-09-17
D0029650,U014459,Smart TV,v3,2025-08-24
D0029651,U014460,Gaming Console,v2,2026-05-02
D0029652,U014460,Tablet,v1,2026-04-27
D0029653,U014461,Desktop - Web,v3,2026-01-09
D0029654,U014462,Tablet,v1,2025-10-27
D0029655,U014463,Mobile - Android,v3,2024-10-11
D0029656,U014463,Desktop - Web,latest,2024-10-03
D0029657,U014463,Mobile - iOS,latest,2024-10-03
D0029658,U014463,Tablet,latest,2024-10-04
D0029659,U014464,Mobile - iOS,v3,2025-12-10
D0029660,U014464,Tablet,latest,2025-12-19
D0029661,U014464,Mobile - Android,v2,2025-12-18
D0029662,U014465,Gaming Console,v3,2024-11-29
D0029663,U014466,Tablet,v3,2023-07-05
D0029664,U014467,Tablet,v2,2025-08-16
D0029665,U014467,Smart TV,latest,2025-08-19
D0029666,U014468,Tablet,latest,2023-11-30
D0029667,U014468,Gaming Console,v1,2023-12-14
D0029668,U014469,Desktop - Web,v3,2025-02-17
D0029669,U014469,Mobile - Android,v3,2025-02-14
D0029670,U014469,Smart TV,v3,2025-02-16
D0029671,U014469,Mobile - iOS,v2,2025-02-13
D0029672,U014470,Smart TV,v1,2025-11-28
D0029673,U014470,Mobile - Android,v1,2025-12-11
D0029674,U014471,Smart TV,v1,2026-05-02
D0029675,U014471,Desktop - Web,latest,2026-04-26
D0029676,U014472,Gaming Console,v3,2024-12-27
D0029677,U014473,Mobile - Android,latest,2023-04-11
D0029678,U014473,Tablet,v2,2023-04-24
D0029679,U014473,Desktop - Web,latest,2023-04-17
D0029680,U014474,Smart TV,latest,2026-05-07
D0029681,U014474,Mobile - Android,latest,2026-05-08
D0029682,U014474,Mobile - iOS,v3,2026-05-07
D0029683,U014474,Desktop - Web,v2,2026-05-07
D0029684,U014475,Desktop - Web,v3,2024-09-24
D0029685,U014475,Smart TV,latest,2024-09-16
D0029686,U014475,Mobile - Android,v1,2024-09-11
D0029687,U014476,Desktop - Web,latest,2023-07-02
D0029688,U014476,Mobile - Android,v2,2023-06-24
D0029689,U014476,Tablet,v1,2023-06-28
D0029690,U014477,Tablet,v3,2025-12-22
D0029691,U014477,Gaming Console,v2,2025-12-25
D0029692,U014478,Desktop - Web,latest,2025-12-15
D0029693,U014478,Mobile - iOS,v3,2025-12-20
D0029694,U014479,Mobile - Android,latest,2025-02-14
D0029695,U014479,Mobile - iOS,latest,2025-02-12
D0029696,U014480,Smart TV,v3,2023-11-24
D0029697,U014480,Desktop - Web,v2,2023-11-12
D0029698,U014481,Tablet,v1,2023-03-03
D0029699,U014482,Smart TV,v2,2025-03-03
D0029700,U014482,Gaming Console,v2,2025-02-28
D0029701,U014482,Desktop - Web,v3,2025-02-25
D0029702,U014483,Mobile - iOS,v1,2025-01-18
D0029703,U014483,Gaming Console,v2,2025-01-29
D0029704,U014484,Smart TV,v3,2024-07-29
D0029705,U014484,Mobile - Android,v3,2024-07-28
D0029706,U014485,Tablet,v2,2025-01-29
D0029707,U014486,Tablet,v1,2025-05-10
D0029708,U014486,Gaming Console,v1,2025-05-09
D0029709,U014486,Desktop - Web,v3,2025-04-27
D0029710,U014486,Smart TV,latest,2025-05-08
D0029711,U014487,Desktop - Web,v1,2024-06-15
D0029712,U014488,Mobile - iOS,latest,2025-07-16
D0029713,U014488,Tablet,v2,2025-07-17
D0029714,U014488,Smart TV,latest,2025-07-14
D0029715,U014489,Desktop - Web,v1,2024-09-25
D0029716,U014489,Mobile - iOS,v2,2024-09-22
D0029717,U014489,Tablet,v1,2024-09-29
D0029718,U014490,Tablet,v2,2025-03-15
D0029719,U014491,Tablet,v2,2025-08-06
D0029720,U014491,Gaming Console,v2,2025-08-03
D0029721,U014491,Mobile - Android,latest,2025-08-07
D0029722,U014492,Mobile - Android,v3,2024-07-16
D0029723,U014492,Smart TV,latest,2024-07-25
D0029724,U014492,Desktop - Web,v3,2024-07-23
D0029725,U014493,Mobile - iOS,v2,2025-12-31
D0029726,U014494,Mobile - iOS,v3,2025-01-10
D0029727,U014494,Gaming Console,v2,2025-01-11
D0029728,U014495,Desktop - Web,latest,2025-11-25
D0029729,U014495,Gaming Console,v3,2025-12-10
D0029730,U014495,Mobile - iOS,v1,2025-11-22
D0029731,U014495,Tablet,v1,2025-11-25
D0029732,U014496,Tablet,v1,2024-09-19
D0029733,U014496,Mobile - iOS,v1,2024-09-26
D0029734,U014496,Gaming Console,v3,2024-09-09
D0029735,U014496,Mobile - Android,v3,2024-09-23
D0029736,U014497,Gaming Console,v1,2024-09-05
D0029737,U014498,Desktop - Web,v1,2025-04-23
D0029738,U014499,Mobile - Android,latest,2023-10-03
D0029739,U014499,Smart TV,latest,2023-10-06
D0029740,U014500,Smart TV,latest,2023-03-15
D0029741,U014500,Mobile - Android,latest,2023-03-19
D0029742,U014500,Mobile - iOS,v2,2023-03-24
D0029743,U014501,Mobile - Android,v1,2025-11-06
D0029744,U014501,Mobile - iOS,v2,2025-11-15
D0029745,U014502,Tablet,v1,2023-04-16
D0029746,U014503,Desktop - Web,v3,2025-12-10
D0029747,U014503,Mobile - iOS,v3,2025-12-08
D0029748,U014503,Gaming Console,v2,2025-12-06
D0029749,U014504,Desktop - Web,latest,2024-03-28
D0029750,U014504,Smart TV,v3,2024-03-21
D0029751,U014505,Gaming Console,v2,2025-04-05
D0029752,U014506,Gaming Console,v3,2024-10-19
D0029753,U014507,Mobile - iOS,latest,2025-11-22
D0029754,U014507,Smart TV,v1,2025-12-08
D0029755,U014507,Desktop - Web,v1,2025-12-05
D0029756,U014507,Tablet,v3,2025-11-24
D0029757,U014508,Smart TV,v1,2025-03-13
D0029758,U014509,Smart TV,latest,2024-07-02
D0029759,U014509,Tablet,latest,2024-06-24
D0029760,U014510,Smart TV,v1,2025-03-10
D0029761,U014510,Mobile - Android,latest,2025-03-06
D0029762,U014511,Desktop - Web,latest,2025-12-03
D0029763,U014511,Smart TV,v2,2025-12-19
D0029764,U014512,Smart TV,latest,2024-08-21
D0029765,U014513,Tablet,latest,2025-05-29
D0029766,U014513,Smart TV,v1,2025-06-06
D0029767,U014514,Mobile - Android,v2,2024-10-05
D0029768,U014514,Tablet,v2,2024-10-03
D0029769,U014515,Gaming Console,latest,2026-01-05
D0029770,U014516,Desktop - Web,latest,2024-08-23
D0029771,U014517,Tablet,latest,2023-12-15
D0029772,U014517,Desktop - Web,v2,2023-12-29
D0029773,U014518,Desktop - Web,v3,2023-01-05
D0029774,U014518,Gaming Console,v2,2023-01-12
D0029775,U014519,Tablet,latest,2025-09-25
D0029776,U014519,Smart TV,latest,2025-09-19
D0029777,U014519,Gaming Console,v2,2025-09-16
D0029778,U014520,Gaming Console,v1,2023-11-17
D0029779,U014520,Mobile - iOS,latest,2023-11-06
D0029780,U014520,Smart TV,latest,2023-11-18
D0029781,U014521,Smart TV,v1,2024-06-15
D0029782,U014521,Desktop - Web,latest,2024-06-26
D0029783,U014521,Mobile - Android,v2,2024-06-11
D0029784,U014522,Smart TV,v1,2024-06-07
D0029785,U014523,Mobile - Android,v3,2025-04-29
D0029786,U014523,Gaming Console,v1,2025-05-14
D0029787,U014523,Tablet,v3,2025-05-07
D0029788,U014523,Smart TV,v1,2025-05-17
D0029789,U014524,Desktop - Web,v1,2026-07-01
D0029790,U014524,Smart TV,v3,2026-07-01
D0029791,U014524,Gaming Console,latest,2026-07-07
D0029792,U014524,Mobile - iOS,v2,2026-06-27
D0029793,U014525,Mobile - iOS,v1,2022-10-06
D0029794,U014526,Smart TV,latest,2026-05-20
D0029795,U014526,Tablet,v3,2026-05-03
D0029796,U014526,Gaming Console,v3,2026-05-20
D0029797,U014527,Mobile - iOS,v1,2026-06-04
D0029798,U014528,Gaming Console,v1,2025-03-12
D0029799,U014529,Desktop - Web,latest,2022-12-27
D0029800,U014530,Gaming Console,latest,2024-07-11
D0029801,U014530,Mobile - Android,v3,2024-07-04
D0029802,U014530,Tablet,v3,2024-07-05
D0029803,U014531,Mobile - iOS,latest,2023-05-23
D0029804,U014531,Mobile - Android,v3,2023-06-01
D0029805,U014531,Desktop - Web,latest,2023-06-04
D0029806,U014532,Smart TV,v3,2026-07-06
D0029807,U014533,Desktop - Web,v1,2026-06-03
D0029808,U014534,Mobile - Android,v2,2025-07-08
D0029809,U014534,Mobile - iOS,v3,2025-07-10
D0029810,U014534,Gaming Console,v2,2025-07-08
D0029811,U014535,Gaming Console,v2,2026-05-30
D0029812,U014536,Mobile - iOS,v2,2026-01-31
D0029813,U014537,Gaming Console,v2,2026-04-18
D0029814,U014537,Smart TV,v2,2026-04-26
D0029815,U014538,Smart TV,v2,2024-11-19
D0029816,U014538,Mobile - Android,v1,2024-11-10
