subscription_id,user_id,plan_type,monthly_price_usd,billing_cycle,start_date,end_date,status,auto_renew,cancellation_reason,is_free_trial
S0014148,U011695,Standard,15.49,Monthly,2025-11-19,2026-01-20,Cancelled,True,Found alternative,False
S0014149,U011696,Premium,22.99,Monthly,2026-05-06,2026-06-30,Cancelled,False,Found alternative,False
S0014150,U011697,Premium,22.99,Monthly,2025-07-14,2025-10-14,Cancelled,True,Low usage,False
S0014151,U011697,Premium,22.99,Monthly,2025-10-24,2026-03-06,Cancelled,True,Price too high,False
S0014152,U011698,Mobile,3.99,Annual,2025-04-19,2025-08-03,Cancelled,False,Not enough content,False
S0014153,U011698,Standard,15.49,Monthly,2025-09-03,2025-12-23,Cancelled,True,Low usage,False
S0014154,U011698,Premium,22.99,Annual,2026-06-09,2026-06-30,Active,False,,False
S0014155,U011699,Basic,6.99,Monthly,2025-11-16,2026-06-30,Cancelled,True,Price too high,True
S0014156,U011700,Standard,15.49,Annual,2023-07-06,2024-06-05,Cancelled,True,Price too high,True
S0014157,U011701,Mobile,3.99,Monthly,2025-01-17,2025-04-01,Cancelled,True,Found alternative,True
S0014158,U011702,Standard,15.49,Monthly,2026-02-25,2026-06-30,Active,True,,False
S0014159,U011703,Standard,15.49,Monthly,2024-12-15,2025-03-18,Cancelled,False,Temporary pause,False
S0014160,U011704,Mobile,3.99,Monthly,2026-06-09,2026-06-30,Cancelled,True,Found alternative,True
S0014161,U011705,Premium,22.99,Monthly,2025-12-08,2026-02-19,Cancelled,True,Low usage,False
S0014162,U011705,Basic,6.99,Annual,2026-03-14,2026-06-30,Cancelled,True,Temporary pause,False
S0014163,U011706,Premium,22.99,Monthly,2023-10-13,2024-03-27,Cancelled,True,Price too high,False
S0014164,U011707,Standard,15.49,Monthly,2025-02-15,2025-05-09,Cancelled,False,Not enough content,True
S0014165,U011707,Standard,15.49,Monthly,2025-07-29,2026-02-03,Cancelled,True,Price too high,False
S0014166,U011708,Premium,22.99,Annual,2026-06-15,2026-06-30,Active,False,,True
S0014167,U011709,Standard,15.49,Annual,2026-01-09,2026-06-30,Active,False,,False
S0014168,U011710,Premium,22.99,Monthly,2024-12-18,2025-05-17,Cancelled,True,Price too high,False
S0014169,U011711,Standard,15.49,Annual,2026-05-17,2026-06-30,Active,True,,True
S0014170,U011712,Standard,15.49,Annual,2023-07-13,2024-01-19,Cancelled,False,Technical issues,False
S0014171,U011713,Premium,22.99,Monthly,2025-09-01,2026-06-30,Cancelled,True,Price too high,True
S0014172,U011714,Standard,15.49,Annual,2025-07-17,2025-09-20,Cancelled,True,Other,True
S0014173,U011715,Basic,6.99,Monthly,2025-05-21,2025-08-16,Cancelled,True,Technical issues,False
S0014174,U011716,Basic,6.99,Monthly,2025-08-02,2026-06-30,Active,True,,False
S0014175,U011717,Premium,22.99,Monthly,2024-04-13,2024-09-14,Cancelled,True,Price too high,True
S0014176,U011718,Basic,6.99,Monthly,2024-12-06,2025-02-26,Cancelled,True,Found alternative,True
S0014177,U011718,Basic,6.99,Monthly,2025-04-25,2026-06-10,Cancelled,True,Not enough content,False
S0014178,U011719,Standard,15.49,Monthly,2024-02-19,2024-08-22,Cancelled,True,Price too high,True
S0014179,U011720,Standard,15.49,Monthly,2026-06-05,2026-06-30,Active,True,,False
S0014180,U011721,Premium,22.99,Monthly,2025-07-17,2026-06-30,Active,True,,True
S0014181,U011722,Premium,22.99,Monthly,2025-09-09,2026-01-12,Cancelled,True,Price too high,True
S0014182,U011723,Standard,15.49,Monthly,2022-11-20,2023-02-06,Cancelled,True,Found alternative,True
S0014183,U011724,Premium,22.99,Monthly,2025-07-28,2026-03-13,Cancelled,False,Technical issues,False
S0014184,U011725,Basic,6.99,Monthly,2025-11-08,2026-03-27,Cancelled,True,Price too high,True
S0014185,U011725,Mobile,3.99,Monthly,2026-06-21,2026-06-30,Active,True,,False
S0014186,U011726,Mobile,3.99,Monthly,2026-06-05,2026-06-30,Cancelled,True,Low usage,True
S0014187,U011727,Basic,6.99,Monthly,2025-09-14,2026-05-16,Cancelled,False,Low usage,False
S0014188,U011728,Standard,15.49,Monthly,2024-01-08,2026-01-22,Cancelled,True,Found alternative,True
S0014189,U011729,Standard,15.49,Monthly,2026-05-17,2026-06-30,Active,True,,True
S0014190,U011730,Premium,22.99,Monthly,2026-01-12,2026-05-20,Cancelled,True,Price too high,True
S0014191,U011731,Standard,15.49,Monthly,2026-04-11,2026-06-30,Cancelled,True,Low usage,False
S0014192,U011732,Standard,15.49,Monthly,2025-08-12,2026-02-28,Cancelled,True,Low usage,False
S0014193,U011733,Standard,15.49,Monthly,2022-07-29,2022-12-14,Cancelled,True,Price too high,False
S0014194,U011734,Basic,6.99,Monthly,2026-06-04,2026-06-30,Cancelled,False,Not enough content,True
S0014195,U011735,Premium,22.99,Monthly,2025-01-19,2025-06-24,Cancelled,True,Low usage,False
S0014196,U011735,Standard,15.49,Annual,2025-08-14,2026-06-05,Cancelled,False,Found alternative,False
S0014197,U011736,Premium,22.99,Monthly,2026-06-06,2026-06-30,Active,True,,False
S0014198,U011737,Standard,15.49,Monthly,2026-03-10,2026-05-22,Cancelled,True,Price too high,False
S0014199,U011738,Premium,22.99,Monthly,2025-09-17,2026-06-15,Cancelled,True,Price too high,False
S0014200,U011739,Basic,6.99,Monthly,2024-04-17,2024-06-17,Cancelled,True,Not enough content,False
S0014201,U011740,Basic,6.99,Monthly,2025-10-06,2026-06-24,Cancelled,True,Technical issues,False
S0014202,U011741,Premium,22.99,Monthly,2025-10-16,2025-11-24,Cancelled,True,Price too high,True
S0014203,U011742,Standard,15.49,Monthly,2024-12-05,2026-06-30,Active,True,,True
S0014204,U011743,Basic,6.99,Monthly,2026-03-25,2026-06-30,Active,False,,False
S0014205,U011744,Premium,22.99,Monthly,2026-06-29,2026-06-30,Active,True,,False
S0014206,U011745,Basic,6.99,Annual,2024-03-28,2025-02-04,Cancelled,True,Not enough content,True
S0014207,U011746,Premium,22.99,Monthly,2025-05-25,2025-06-24,Cancelled,True,Found alternative,False
S0014208,U011747,Standard,15.49,Monthly,2025-08-25,2026-04-16,Cancelled,True,Technical issues,False
S0014209,U011748,Standard,15.49,Monthly,2023-06-13,2024-03-01,Cancelled,True,Not enough content,True
S0014210,U011749,Basic,6.99,Monthly,2026-02-09,2026-06-30,Cancelled,False,Low usage,False
S0014211,U011750,Standard,15.49,Monthly,2023-02-12,2024-03-02,Cancelled,True,Not enough content,False
S0014212,U011751,Premium,22.99,Monthly,2026-01-08,2026-06-30,Active,True,,False
S0014213,U011752,Standard,15.49,Annual,2025-03-04,2025-04-12,Cancelled,True,Price too high,True
S0014214,U011753,Standard,15.49,Monthly,2024-06-10,2024-11-08,Cancelled,True,Price too high,True
S0014215,U011754,Premium,22.99,Monthly,2022-12-14,2024-05-16,Cancelled,True,Low usage,True
S0014216,U011755,Standard,15.49,Monthly,2024-03-17,2024-06-10,Cancelled,True,Price too high,False
S0014217,U011756,Premium,22.99,Monthly,2024-08-20,2025-08-09,Cancelled,True,Price too high,False
S0014218,U011756,Standard,15.49,Monthly,2025-09-15,2026-02-04,Cancelled,False,Price too high,False
S0014219,U011757,Premium,22.99,Monthly,2025-09-15,2026-06-30,Active,True,,False
S0014220,U011758,Standard,15.49,Monthly,2026-04-24,2026-06-30,Cancelled,True,Low usage,False
S0014221,U011759,Basic,6.99,Monthly,2024-09-02,2024-11-08,Cancelled,True,Price too high,False
S0014222,U011760,Basic,6.99,Monthly,2025-02-21,2025-03-23,Cancelled,True,Temporary pause,False
S0014223,U011761,Standard,15.49,Monthly,2025-11-03,2026-06-30,Active,False,,True
S0014224,U011762,Standard,15.49,Monthly,2023-11-17,2025-09-30,Cancelled,False,Price too high,False
S0014225,U011763,Basic,6.99,Monthly,2024-11-05,2026-02-08,Cancelled,True,Price too high,True
S0014226,U011764,Standard,15.49,Annual,2025-09-07,2026-06-30,Cancelled,True,Found alternative,True
S0014227,U011765,Basic,6.99,Monthly,2024-12-23,2025-03-14,Cancelled,True,Found alternative,False
S0014228,U011766,Standard,15.49,Monthly,2025-11-23,2026-06-30,Active,True,,True
S0014229,U011767,Standard,15.49,Monthly,2025-02-18,2026-01-22,Cancelled,True,Not enough content,False
S0014230,U011768,Basic,6.99,Monthly,2023-10-10,2024-05-12,Cancelled,True,Price too high,False
S0014231,U011769,Standard,15.49,Annual,2025-06-23,2026-01-24,Cancelled,True,Low usage,False
S0014232,U011770,Basic,6.99,Monthly,2024-03-25,2025-07-07,Cancelled,True,Price too high,False
S0014233,U011770,Premium,22.99,Monthly,2025-08-10,2026-06-30,Active,True,,False
S0014234,U011771,Standard,15.49,Monthly,2022-12-20,2023-02-27,Cancelled,False,Found alternative,False
S0014235,U011772,Premium,22.99,Monthly,2022-11-28,2023-07-04,Cancelled,False,Low usage,False
S0014236,U011772,Standard,15.49,Monthly,2023-08-09,2024-06-12,Cancelled,True,Found alternative,False
S0014237,U011773,Basic,6.99,Monthly,2025-02-20,2026-06-30,Active,False,,True
S0014238,U011774,Mobile,3.99,Annual,2026-01-12,2026-06-30,Active,True,,True
S0014239,U011775,Premium,22.99,Annual,2024-02-02,2024-08-01,Cancelled,True,Low usage,True
S0014240,U011776,Standard,15.49,Monthly,2025-10-07,2026-06-30,Active,True,,True
S0014241,U011777,Standard,15.49,Monthly,2025-11-21,2026-06-30,Cancelled,True,Price too high,True
S0014242,U011778,Standard,15.49,Monthly,2025-01-05,2025-09-13,Cancelled,True,Low usage,False
S0014243,U011778,Standard,15.49,Monthly,2025-09-25,2026-06-30,Active,True,,False
S0014244,U011779,Premium,22.99,Monthly,2024-05-16,2024-07-20,Cancelled,True,Price too high,True
S0014245,U011780,Mobile,3.99,Monthly,2023-08-09,2023-10-20,Cancelled,True,Not enough content,False
S0014246,U011780,Basic,6.99,Monthly,2024-03-29,2024-06-18,Cancelled,True,Temporary pause,False
S0014247,U011781,Mobile,3.99,Monthly,2022-08-06,2023-12-22,Cancelled,True,Price too high,False
S0014248,U011782,Standard,15.49,Monthly,2022-07-27,2022-12-30,Cancelled,False,Temporary pause,True
S0014249,U011783,Basic,6.99,Monthly,2025-11-18,2026-06-30,Cancelled,True,Price too high,False
S0014250,U011784,Premium,22.99,Monthly,2026-05-29,2026-06-30,Active,True,,True
S0014251,U011785,Premium,22.99,Monthly,2024-08-05,2025-10-05,Cancelled,True,Price too high,False
S0014252,U011785,Premium,22.99,Annual,2025-11-14,2026-06-30,Cancelled,True,Low usage,False
S0014253,U011786,Standard,15.49,Monthly,2023-12-17,2024-04-27,Cancelled,False,Technical issues,False
S0014254,U011787,Premium,22.99,Monthly,2025-12-14,2026-05-03,Cancelled,True,Price too high,True
S0014255,U011788,Standard,15.49,Monthly,2024-03-10,2024-04-14,Cancelled,True,Not enough content,False
S0014256,U011788,Standard,15.49,Monthly,2024-06-11,2024-07-18,Cancelled,True,Not enough content,False
S0014257,U011789,Mobile,3.99,Monthly,2026-06-17,2026-06-30,Active,True,,False
S0014258,U011790,Standard,15.49,Monthly,2024-08-30,2025-07-31,Cancelled,True,Price too high,True
S0014259,U011790,Standard,15.49,Monthly,2025-10-28,2025-11-28,Cancelled,True,Found alternative,False
S0014260,U011791,Standard,15.49,Monthly,2023-10-07,2023-11-21,Cancelled,False,Not enough content,False
S0014261,U011792,Basic,6.99,Monthly,2024-11-18,2025-05-12,Cancelled,True,Price too high,True
S0014262,U011793,Standard,15.49,Monthly,2025-04-28,2025-11-03,Cancelled,False,Found alternative,True
S0014263,U011793,Standard,15.49,Monthly,2025-11-22,2026-06-30,Cancelled,True,Low usage,False
S0014264,U011794,Standard,15.49,Monthly,2024-07-08,2025-09-12,Cancelled,False,Low usage,False
S0014265,U011795,Standard,15.49,Monthly,2024-08-10,2024-10-06,Cancelled,True,Found alternative,False
S0014266,U011796,Basic,6.99,Monthly,2025-01-13,2025-05-10,Cancelled,True,Not enough content,False
S0014267,U011796,Basic,6.99,Annual,2025-05-31,2026-01-25,Cancelled,True,Low usage,False
S0014268,U011797,Premium,22.99,Monthly,2026-05-20,2026-06-30,Cancelled,True,Low usage,False
S0014269,U011798,Basic,6.99,Monthly,2025-06-13,2025-12-17,Cancelled,True,Technical issues,False
S0014270,U011799,Premium,22.99,Monthly,2025-10-03,2026-06-30,Active,True,,True
S0014271,U011800,Premium,22.99,Monthly,2024-09-18,2025-02-01,Cancelled,True,Low usage,True
S0014272,U011801,Mobile,3.99,Monthly,2022-10-18,2023-02-15,Cancelled,True,Not enough content,False
S0014273,U011801,Standard,15.49,Monthly,2023-04-10,2024-01-12,Cancelled,True,Not enough content,False
S0014274,U011802,Basic,6.99,Monthly,2023-11-12,2024-05-02,Cancelled,True,Found alternative,False
S0014275,U011802,Premium,22.99,Annual,2024-05-18,2024-06-24,Cancelled,True,Temporary pause,False
S0014276,U011802,Mobile,3.99,Monthly,2024-09-08,2025-03-23,Cancelled,True,Not enough content,False
S0014277,U011803,Standard,15.49,Monthly,2025-04-28,2026-01-27,Cancelled,True,Found alternative,False
S0014278,U011804,Basic,6.99,Monthly,2022-02-04,2023-09-03,Cancelled,False,Not enough content,False
S0014279,U011805,Standard,15.49,Monthly,2024-12-15,2025-03-02,Cancelled,True,Found alternative,True
S0014280,U011805,Standard,15.49,Monthly,2025-03-13,2025-07-08,Cancelled,False,Price too high,False
S0014281,U011806,Standard,15.49,Monthly,2026-05-07,2026-06-30,Active,True,,False
S0014282,U011807,Premium,22.99,Monthly,2026-04-16,2026-06-30,Active,True,,False
S0014283,U011808,Mobile,3.99,Monthly,2024-10-02,2024-12-27,Cancelled,True,Low usage,True
S0014284,U011809,Standard,15.49,Monthly,2023-10-26,2024-07-07,Cancelled,False,Low usage,False
S0014285,U011810,Premium,22.99,Monthly,2025-01-15,2025-02-25,Cancelled,True,Found alternative,False
S0014286,U011811,Premium,22.99,Annual,2025-09-09,2026-01-11,Cancelled,True,Not enough content,False
S0014287,U011811,Premium,22.99,Monthly,2026-01-17,2026-02-26,Cancelled,True,Low usage,False
S0014288,U011812,Standard,15.49,Monthly,2026-06-14,2026-06-30,Active,True,,False
S0014289,U011813,Standard,15.49,Monthly,2023-10-05,2024-07-09,Cancelled,True,Low usage,False
S0014290,U011814,Basic,6.99,Monthly,2025-07-19,2026-03-27,Cancelled,True,Price too high,False
S0014291,U011815,Basic,6.99,Monthly,2023-06-22,2024-09-24,Cancelled,True,Price too high,True
S0014292,U011815,Standard,15.49,Monthly,2024-11-08,2025-01-05,Cancelled,True,Low usage,False
S0014293,U011816,Standard,15.49,Monthly,2025-02-26,2025-07-14,Cancelled,False,Found alternative,False
S0014294,U011817,Basic,6.99,Monthly,2025-07-22,2026-06-30,Active,True,,False
S0014295,U011818,Basic,6.99,Monthly,2025-09-20,2026-03-21,Cancelled,False,Price too high,True
S0014296,U011819,Standard,15.49,Monthly,2024-04-27,2024-12-26,Cancelled,True,Other,False
S0014297,U011820,Premium,22.99,Monthly,2024-11-03,2025-04-21,Cancelled,True,Price too high,False
S0014298,U011821,Standard,15.49,Monthly,2026-03-01,2026-06-30,Active,True,,False
S0014299,U011822,Standard,15.49,Annual,2026-05-21,2026-06-30,Cancelled,True,Price too high,True
S0014300,U011823,Premium,22.99,Monthly,2025-02-22,2025-10-10,Cancelled,True,Price too high,False
S0014301,U011824,Mobile,3.99,Annual,2024-04-17,2024-12-02,Cancelled,False,Found alternative,False
S0014302,U011824,Standard,15.49,Monthly,2024-12-25,2025-11-06,Cancelled,True,Found alternative,False
S0014303,U011824,Standard,15.49,Monthly,2025-11-12,2025-12-24,Cancelled,True,Other,False
S0014304,U011825,Standard,15.49,Monthly,2026-05-28,2026-06-30,Active,False,,False
S0014305,U011826,Premium,22.99,Monthly,2025-01-22,2025-09-08,Cancelled,True,Technical issues,False
S0014306,U011827,Standard,15.49,Monthly,2025-11-26,2026-04-13,Cancelled,True,Low usage,True
S0014307,U011828,Standard,15.49,Monthly,2025-03-19,2025-06-21,Cancelled,False,Found alternative,False
S0014308,U011828,Mobile,3.99,Monthly,2025-09-22,2026-06-30,Active,False,,False
S0014309,U011829,Premium,22.99,Monthly,2023-01-13,2023-05-31,Cancelled,True,Found alternative,False
S0014310,U011830,Standard,15.49,Monthly,2025-11-01,2025-12-13,Cancelled,False,Price too high,True
S0014311,U011831,Standard,15.49,Monthly,2023-07-18,2024-02-24,Cancelled,True,Other,False
S0014312,U011832,Basic,6.99,Monthly,2025-11-09,2026-06-30,Active,True,,True
S0014313,U011833,Standard,15.49,Monthly,2024-12-24,2026-04-16,Cancelled,True,Not enough content,False
S0014314,U011834,Premium,22.99,Monthly,2024-10-24,2026-02-17,Cancelled,True,Found alternative,False
S0014315,U011835,Premium,22.99,Monthly,2025-07-24,2026-06-17,Cancelled,True,Price too high,False
S0014316,U011836,Premium,22.99,Monthly,2025-07-29,2026-06-30,Cancelled,False,Technical issues,False
S0014317,U011837,Mobile,3.99,Monthly,2023-10-13,2024-01-13,Cancelled,True,Not enough content,True
S0014318,U011838,Basic,6.99,Monthly,2025-09-25,2026-02-05,Cancelled,True,Not enough content,False
S0014319,U011839,Basic,6.99,Monthly,2024-08-15,2024-12-19,Cancelled,True,Price too high,False
S0014320,U011840,Standard,15.49,Monthly,2025-10-28,2026-02-22,Cancelled,True,Not enough content,True
S0014321,U011841,Premium,22.99,Annual,2026-04-25,2026-06-30,Active,True,,True
S0014322,U011842,Standard,15.49,Monthly,2025-10-09,2026-06-30,Active,False,,False
S0014323,U011843,Standard,15.49,Monthly,2023-07-15,2025-10-24,Cancelled,False,Price too high,False
S0014324,U011843,Standard,15.49,Annual,2025-11-29,2026-06-30,Cancelled,True,Technical issues,False
S0014325,U011844,Basic,6.99,Monthly,2022-11-26,2023-03-30,Cancelled,False,Technical issues,False
S0014326,U011844,Basic,6.99,Monthly,2023-04-05,2025-03-15,Cancelled,False,Technical issues,False
S0014327,U011845,Basic,6.99,Monthly,2024-07-10,2026-01-05,Cancelled,True,Low usage,False
S0014328,U011846,Premium,22.99,Monthly,2024-09-18,2026-06-30,Cancelled,True,Not enough content,True
S0014329,U011847,Basic,6.99,Monthly,2025-04-30,2025-06-19,Cancelled,True,Other,False
S0014330,U011848,Basic,6.99,Monthly,2025-05-06,2026-01-08,Cancelled,False,Low usage,False
S0014331,U011849,Premium,22.99,Monthly,2025-06-02,2025-08-05,Cancelled,True,Not enough content,False
S0014332,U011850,Mobile,3.99,Monthly,2025-12-02,2026-06-30,Active,True,,False
S0014333,U011851,Basic,6.99,Monthly,2024-04-02,2024-05-24,Cancelled,True,Price too high,False
S0014334,U011852,Standard,15.49,Monthly,2025-12-06,2026-01-31,Cancelled,True,Price too high,False
S0014335,U011853,Standard,15.49,Annual,2022-04-30,2022-09-17,Cancelled,True,Low usage,False
S0014336,U011854,Mobile,3.99,Monthly,2025-02-05,2025-05-03,Cancelled,True,Found alternative,False
S0014337,U011855,Premium,22.99,Monthly,2024-01-27,2024-09-04,Cancelled,True,Temporary pause,False
S0014338,U011856,Basic,6.99,Monthly,2023-06-15,2026-06-30,Active,True,,False
S0014339,U011857,Standard,15.49,Monthly,2025-12-27,2026-03-22,Cancelled,True,Low usage,False
S0014340,U011858,Premium,22.99,Monthly,2024-03-22,2024-11-17,Cancelled,True,Price too high,False
S0014341,U011859,Standard,15.49,Monthly,2026-04-13,2026-06-30,Active,True,,False
S0014342,U011860,Premium,22.99,Monthly,2023-06-12,2023-11-06,Cancelled,True,Low usage,True
S0014343,U011860,Standard,15.49,Annual,2024-01-06,2024-05-02,Cancelled,True,Price too high,False
S0014344,U011861,Premium,22.99,Monthly,2026-05-22,2026-06-30,Active,True,,True
S0014345,U011862,Standard,15.49,Monthly,2024-07-06,2024-11-09,Cancelled,False,Low usage,False
S0014346,U011863,Standard,15.49,Monthly,2026-01-01,2026-06-30,Cancelled,True,Price too high,False
S0014347,U011864,Premium,22.99,Monthly,2024-12-30,2025-02-25,Cancelled,False,Price too high,False
S0014348,U011865,Mobile,3.99,Monthly,2023-09-11,2024-06-09,Cancelled,False,Temporary pause,False
S0014349,U011866,Mobile,3.99,Monthly,2025-02-15,2025-11-13,Cancelled,True,Low usage,False
S0014350,U011867,Basic,6.99,Monthly,2024-11-26,2026-06-30,Cancelled,True,Other,True
S0014351,U011868,Premium,22.99,Monthly,2025-03-17,2025-06-17,Cancelled,True,Price too high,False
S0014352,U011868,Standard,15.49,Monthly,2025-09-21,2026-02-20,Cancelled,True,Found alternative,False
S0014353,U011869,Basic,6.99,Monthly,2022-11-15,2023-03-15,Cancelled,True,Low usage,False
S0014354,U011870,Standard,15.49,Monthly,2026-06-04,2026-06-30,Active,True,,False
S0014355,U011871,Premium,22.99,Annual,2026-04-30,2026-06-30,Active,True,,False
S0014356,U011872,Standard,15.49,Monthly,2024-01-17,2024-07-25,Cancelled,False,Found alternative,False
S0014357,U011873,Premium,22.99,Annual,2022-11-23,2023-01-09,Cancelled,True,Low usage,False
S0014358,U011873,Premium,22.99,Monthly,2023-04-15,2023-12-20,Cancelled,False,Price too high,False
S0014359,U011874,Standard,15.49,Monthly,2025-01-05,2026-06-30,Active,True,,False
S0014360,U011875,Basic,6.99,Monthly,2026-05-29,2026-06-30,Active,True,,False
S0014361,U011876,Basic,6.99,Annual,2025-04-12,2025-11-25,Cancelled,False,Low usage,False
S0014362,U011876,Premium,22.99,Annual,2026-02-22,2026-06-30,Cancelled,False,Found alternative,False
S0014363,U011877,Premium,22.99,Monthly,2025-03-05,2026-06-30,Cancelled,True,Price too high,False
S0014364,U011878,Premium,22.99,Monthly,2024-12-07,2025-04-07,Cancelled,True,Not enough content,False
S0014365,U011879,Standard,15.49,Monthly,2026-06-24,2026-06-30,Active,True,,False
S0014366,U011880,Basic,6.99,Annual,2026-05-29,2026-06-30,Cancelled,True,Price too high,False
S0014367,U011881,Standard,15.49,Monthly,2026-02-05,2026-06-30,Cancelled,True,Price too high,False
S0014368,U011882,Standard,15.49,Monthly,2024-11-10,2025-02-06,Cancelled,True,Other,False
S0014369,U011882,Standard,15.49,Monthly,2025-02-17,2025-08-18,Cancelled,True,Not enough content,False
S0014370,U011883,Standard,15.49,Monthly,2025-06-04,2025-07-06,Cancelled,True,Other,False
S0014371,U011884,Standard,15.49,Monthly,2023-08-18,2023-09-28,Cancelled,True,Low usage,True
S0014372,U011885,Standard,15.49,Monthly,2026-02-27,2026-06-30,Cancelled,True,Temporary pause,False
S0014373,U011886,Premium,22.99,Annual,2025-04-30,2026-06-23,Cancelled,False,Not enough content,True
S0014374,U011887,Standard,15.49,Annual,2023-07-19,2023-10-08,Cancelled,True,Other,True
S0014375,U011888,Mobile,3.99,Monthly,2024-03-24,2025-01-17,Cancelled,True,Price too high,False
S0014376,U011889,Premium,22.99,Monthly,2025-12-31,2026-06-30,Active,True,,False
S0014377,U011890,Standard,15.49,Monthly,2026-01-24,2026-02-26,Cancelled,False,Price too high,False
S0014378,U011890,Premium,22.99,Monthly,2026-06-05,2026-06-30,Active,True,,False
S0014379,U011891,Standard,15.49,Monthly,2023-10-18,2024-07-03,Cancelled,True,Low usage,True
S0014380,U011892,Premium,22.99,Monthly,2024-05-29,2024-11-30,Cancelled,False,Low usage,False
S0014381,U011892,Basic,6.99,Monthly,2024-12-19,2025-04-08,Cancelled,True,Not enough content,False
S0014382,U011892,Basic,6.99,Monthly,2025-06-24,2025-08-06,Cancelled,True,Price too high,False
S0014383,U011893,Standard,15.49,Annual,2024-09-20,2024-11-03,Cancelled,True,Price too high,True
S0014384,U011894,Standard,15.49,Annual,2024-12-06,2026-06-30,Cancelled,True,Not enough content,True
S0014385,U011895,Premium,22.99,Monthly,2026-01-10,2026-06-30,Cancelled,True,Price too high,False
S0014386,U011896,Standard,15.49,Annual,2026-05-31,2026-06-30,Active,True,,False
S0014387,U011897,Basic,6.99,Monthly,2026-01-06,2026-06-30,Active,True,,True
S0014388,U011898,Mobile,3.99,Monthly,2026-03-14,2026-05-04,Cancelled,True,Price too high,True
S0014389,U011899,Mobile,3.99,Monthly,2026-02-17,2026-06-30,Cancelled,True,Not enough content,True
S0014390,U011900,Basic,6.99,Monthly,2024-10-06,2025-07-28,Cancelled,True,Temporary pause,True
S0014391,U011901,Standard,15.49,Monthly,2023-04-06,2025-01-15,Cancelled,True,Not enough content,True
S0014392,U011901,Basic,6.99,Monthly,2025-02-08,2026-05-15,Cancelled,True,Not enough content,False
S0014393,U011902,Premium,22.99,Monthly,2025-04-17,2026-06-30,Active,True,,True
S0014394,U011903,Standard,15.49,Annual,2026-01-26,2026-05-19,Cancelled,True,Price too high,False
S0014395,U011903,Standard,15.49,Monthly,2026-06-04,2026-06-30,Active,True,,False
S0014396,U011904,Premium,22.99,Monthly,2025-08-14,2025-12-12,Cancelled,True,Other,False
S0014397,U011905,Standard,15.49,Monthly,2025-12-01,2026-01-14,Cancelled,True,Other,False
S0014398,U011905,Standard,15.49,Monthly,2026-02-06,2026-06-30,Active,True,,False
S0014399,U011906,Premium,22.99,Monthly,2026-05-22,2026-06-30,Cancelled,True,Price too high,False
S0014400,U011907,Standard,15.49,Monthly,2026-04-23,2026-06-30,Active,True,,False
S0014401,U011908,Standard,15.49,Monthly,2026-05-07,2026-06-30,Active,False,,False
S0014402,U011909,Premium,22.99,Monthly,2023-02-02,2023-03-23,Cancelled,True,Other,True
S0014403,U011909,Basic,6.99,Monthly,2023-04-28,2024-02-22,Cancelled,True,Not enough content,False
S0014404,U011910,Standard,15.49,Monthly,2023-10-09,2024-03-25,Cancelled,True,Price too high,False
S0014405,U011911,Basic,6.99,Monthly,2026-05-18,2026-06-30,Active,True,,False
S0014406,U011912,Standard,15.49,Annual,2023-11-24,2024-02-02,Cancelled,False,Price too high,False
S0014407,U011913,Basic,6.99,Monthly,2026-05-16,2026-06-30,Cancelled,True,Not enough content,True
S0014408,U011914,Premium,22.99,Monthly,2024-09-13,2025-07-21,Cancelled,False,Temporary pause,False
S0014409,U011915,Premium,22.99,Monthly,2025-07-08,2026-06-30,Cancelled,True,Found alternative,False
S0014410,U011916,Standard,15.49,Monthly,2024-10-15,2025-02-03,Cancelled,False,Price too high,False
S0014411,U011917,Mobile,3.99,Monthly,2022-11-19,2023-01-29,Cancelled,True,Technical issues,False
S0014412,U011917,Basic,6.99,Monthly,2023-02-26,2025-03-08,Cancelled,False,Price too high,False
S0014413,U011918,Basic,6.99,Monthly,2022-06-30,2024-02-13,Cancelled,True,Low usage,False
S0014414,U011919,Premium,22.99,Monthly,2025-04-14,2025-07-18,Cancelled,True,Not enough content,True
S0014415,U011920,Basic,6.99,Monthly,2025-08-28,2026-06-21,Cancelled,True,Low usage,False
S0014416,U011921,Mobile,3.99,Monthly,2023-08-31,2023-11-29,Cancelled,True,Price too high,False
S0014417,U011922,Premium,22.99,Monthly,2025-12-09,2026-06-30,Active,True,,False
S0014418,U011923,Standard,15.49,Monthly,2025-12-21,2026-04-26,Cancelled,False,Temporary pause,False
S0014419,U011924,Basic,6.99,Monthly,2023-02-08,2023-08-14,Cancelled,True,Low usage,False
S0014420,U011925,Mobile,3.99,Monthly,2022-12-03,2024-08-23,Cancelled,False,Temporary pause,True
S0014421,U011926,Standard,15.49,Monthly,2025-05-27,2025-10-28,Cancelled,True,Low usage,False
S0014422,U011927,Standard,15.49,Monthly,2026-05-18,2026-06-30,Cancelled,True,Temporary pause,False
S0014423,U011928,Premium,22.99,Monthly,2023-08-25,2023-10-31,Cancelled,False,Not enough content,True
S0014424,U011929,Premium,22.99,Monthly,2022-06-10,2023-08-14,Cancelled,True,Price too high,True
S0014425,U011930,Premium,22.99,Monthly,2024-08-10,2025-03-30,Cancelled,True,Not enough content,True
S0014426,U011931,Standard,15.49,Monthly,2026-02-13,2026-06-30,Active,True,,False
